,age,workclass,final_weight,education,education-num,marital-status,occupation,relationship,race,sex,cap-gain,cap-loss,hours-per-week,native-country,sum_N
4579,40.0, State-gov,21189.0, Bachelors,13.0, Divorced, Adm-clerical, Other-relative, Black, Female,0.0,0.0,32.0, United-States,<=N
4580,37.0, Private,110013.0, Assoc-voc,11.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
4581,18.0, Private,350400.0, 11th,7.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States,<=N
4582,51.0, Private,275507.0, Some-college,10.0, Divorced, Sales, Unmarried, Black, Female,0.0,0.0,50.0, United-States,<=N
4583,42.0, Private,169948.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,80.0, United-States,<=N
4584,41.0, Private,298161.0, Assoc-voc,11.0, Divorced, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, Cuba,<=N
4585,45.0, Private,120131.0, HS-grad,9.0, Never-married, Prof-specialty, Other-relative, White, Male,0.0,0.0,25.0, United-States,<=N
4586,32.0, State-gov,113129.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,38.0, United-States,>N
4587,24.0, Private,201680.0, Some-college,10.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States,<=N
4588,63.0, Private,158609.0, 10th,6.0, Widowed, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,20.0, United-States,<=N
4589,67.0, Self-emp-inc,22313.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,20051.0,0.0,40.0, United-States,>N
4590,36.0, Private,261012.0, HS-grad,9.0, Divorced, Prof-specialty, Unmarried, Black, Female,0.0,0.0,50.0, United-States,<=N
4591,52.0, Private,104501.0, 12th,8.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,<=N
4592,32.0, Private,50178.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
4593,38.0, Private,65624.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States,<=N
4594,33.0, Private,236481.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,10.0, India,<=N
4595,50.0, Private,213041.0, HS-grad,9.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=N
4596,55.0, Private,105127.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
4597,47.0, Private,127441.0, Some-college,10.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,42.0, United-States,<=N
4598,30.0, Private,210541.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
4599,40.0, Self-emp-not-inc,163512.0, 5th-6th,3.0, Married-civ-spouse, Craft-repair, Husband, Other, Male,0.0,0.0,8.0, Guatemala,<=N
4600,36.0, Private,170376.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,1887.0,40.0, United-States,>N
4601,50.0, Private,132465.0, 1st-4th,2.0, Married-spouse-absent, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, Mexico,<=N
4602,45.0, Private,253827.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,40.0, United-States,>N
4603,22.0, Private,186383.0, HS-grad,9.0, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0.0,0.0,40.0, United-States,<=N
4604,34.0, Private,111985.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,<=N
4605,37.0, Private,152909.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,<=N
4606,57.0, Private,279340.0, 7th-8th,4.0, Widowed, Other-service, Unmarried, Black, Female,0.0,0.0,29.0, United-States,<=N
4607,29.0, Private,154571.0, Some-college,10.0, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,<=N
4608,31.0, Private,270889.0, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
4609,32.0, Private,241731.0, Some-college,10.0, Never-married, Other-service, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,<=N
4610,45.0, Private,256649.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,45.0, United-States,>N
4611,31.0, Private,176711.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
4612,29.0, Private,359155.0, HS-grad,9.0, Separated, Transport-moving, Unmarried, White, Female,0.0,0.0,30.0, United-States,<=N
4613,30.0, State-gov,103651.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>N
4614,43.0, Self-emp-not-inc,138872.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,<=N
4615,50.0, Private,180195.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,50.0, United-States,>N
4616,37.0, Local-gov,175979.0, Bachelors,13.0, Divorced, Prof-specialty, Other-relative, White, Female,0.0,0.0,60.0, United-States,<=N
4617,59.0, Local-gov,53612.0, Masters,14.0, Separated, Prof-specialty, Own-child, Black, Female,0.0,0.0,35.0, United-States,<=N
4618,18.0, Local-gov,28357.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,<=N
4619,25.0, Private,460322.0, Bachelors,13.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,43.0, United-States,<=N
4620,36.0, Private,182954.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,52.0, Dominican-Republic,<=N
4621,17.0, Private,242871.0, 10th,6.0, Never-married, Sales, Own-child, White, Female,594.0,0.0,12.0, United-States,<=N
4622,55.0, Local-gov,30636.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,4386.0,0.0,40.0, United-States,<=N
4623,47.0, Local-gov,274657.0, HS-grad,9.0, Married-civ-spouse, Other-service, Other-relative, White, Male,3908.0,0.0,40.0, United-States,<=N
4624,17.0, Private,179807.0, 10th,6.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,16.0, United-States,<=N
4625,18.0, Private,230215.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,30.0, United-States,<=N
4626,46.0, Federal-gov,260549.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,80.0, United-States,<=N
4627,31.0, Private,408208.0, HS-grad,9.0, Never-married, Craft-repair, Other-relative, Black, Male,0.0,0.0,40.0, United-States,<=N
4628,61.0, Private,143837.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
4629,28.0, Private,203784.0, Preschool,1.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,38.0, Mexico,<=N
4630,43.0, Federal-gov,190020.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>N
4631,26.0, Private,666014.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,50.0, United-States,<=N
4632,32.0, Private,50753.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
4633,52.0, Federal-gov,197515.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
4634,55.0, Private,209476.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
4635,67.0, Private,192995.0, HS-grad,9.0, Widowed, Adm-clerical, Unmarried, White, Female,6723.0,0.0,40.0, United-States,<=N
4636,25.0, Private,39640.0, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,48.0, United-States,<=N
4637,33.0, Private,203488.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,50.0, United-States,>N
4638,29.0, Private,125791.0, Assoc-acdm,12.0, Never-married, Exec-managerial, Other-relative, White, Female,0.0,0.0,38.0, United-States,<=N
4639,20.0, Private,167424.0, Some-college,10.0, Never-married, Priv-house-serv, Own-child, White, Female,0.0,0.0,40.0, United-States,<=N
4640,58.0, Private,169590.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,<=N
4641,56.0, Private,174533.0, Bachelors,13.0, Never-married, Prof-specialty, Unmarried, White, Female,0.0,0.0,20.0, United-States,<=N
4642,37.0, Private,474568.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States,<=N
4643,36.0, Private,414910.0, 7th-8th,4.0, Divorced, Sales, Not-in-family, Other, Female,0.0,0.0,35.0, United-States,<=N
4644,21.0, Self-emp-inc,95997.0, Some-college,10.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,60.0, United-States,<=N
4645,26.0, Private,191797.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,16.0, United-States,<=N
4646,81.0, Private,143732.0, 1st-4th,2.0, Widowed, Prof-specialty, Not-in-family, White, Male,0.0,0.0,30.0, United-States,<=N
4647,52.0, Private,65624.0, Assoc-acdm,12.0, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,<=N
4648,48.0, Private,352614.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,40.0, United-States,>N
4649,34.0, Private,301251.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>N
4650,47.0, Private,98524.0, 5th-6th,3.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
4651,37.0, Private,112512.0, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,48.0, United-States,<=N
4652,37.0, Local-gov,170861.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,<=N
4653,42.0, Private,244668.0, HS-grad,9.0, Divorced, Tech-support, Not-in-family, White, Male,8614.0,0.0,40.0, Mexico,>N
4654,23.0, Private,148890.0, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Female,0.0,0.0,25.0, United-States,<=N
4655,37.0, Private,149898.0, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, United-States,<=N
4656,45.0, Private,240629.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>N
4657,28.0, Federal-gov,19522.0, Some-college,10.0, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States,<=N
4658,89.0, Private,152839.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>N
4659,54.0, Local-gov,105788.0, Masters,14.0, Divorced, Prof-specialty, Unmarried, Black, Female,0.0,0.0,37.0, United-States,<=N
4660,23.0, Private,314823.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,24.0, United-States,<=N
4661,20.0, Private,287681.0, 5th-6th,3.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,25.0, Mexico,<=N
4662,50.0, Private,313445.0, HS-grad,9.0, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines,<=N
4663,35.0, Private,289148.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
4664,37.0, Private,166193.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
4665,31.0, Federal-gov,206857.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
4666,24.0, Private,150683.0, Bachelors,13.0, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,42.0, United-States,<=N
4667,52.0, Private,155759.0, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
4668,18.0, Private,211459.0, HS-grad,9.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,30.0, United-States,<=N
4669,35.0, Private,191103.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
4670,51.0, Private,88856.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,2415.0,40.0, United-States,>N
4671,41.0, Private,193882.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,65.0, United-States,>N
4672,57.0, State-gov,222792.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,<=N
4673,22.0, Private,190137.0, HS-grad,9.0, Never-married, Sales, Own-child, Other, Male,0.0,0.0,40.0, United-States,<=N
4674,37.0, Private,174308.0, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,45.0, United-States,>N
4675,74.0, Private,172787.0, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, White, Male,0.0,2282.0,35.0, United-States,<=N
4676,56.0, Private,146391.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Ireland,<=N
4677,33.0, Private,179708.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,48.0, United-States,<=N
4678,31.0, Local-gov,314375.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,30.0, United-States,<=N
4679,41.0, Local-gov,120277.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States,>N
4680,26.0, Private,244906.0, Bachelors,13.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=N
4681,59.0, Local-gov,251890.0, 10th,6.0, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,25.0, Puerto-Rico,<=N
4682,23.0, Private,220993.0, HS-grad,9.0, Married-civ-spouse, Sales, Not-in-family, Black, Male,0.0,0.0,60.0, United-States,<=N
4683,35.0, Private,309131.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
4684,50.0, State-gov,263200.0, Assoc-voc,11.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, Ecuador,<=N
4685,52.0, Self-emp-not-inc,92469.0, Some-college,10.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,32.0, United-States,<=N
4686,31.0, Private,32406.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,<=N
4687,37.0, Private,235070.0, HS-grad,9.0, Married-spouse-absent, Other-service, Unmarried, Black, Female,0.0,0.0,35.0, Haiti,<=N
4688,48.0, Private,196571.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
4689,50.0, Local-gov,258819.0, Some-college,10.0, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
4690,30.0, Private,33945.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
4691,24.0, Private,452640.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
4692,57.0, Self-emp-not-inc,112772.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,<=N
4693,49.0, Self-emp-not-inc,34845.0, Assoc-voc,11.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,48.0, United-States,<=N
4694,23.0, Private,119051.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Puerto-Rico,<=N
4695,20.0, Private,197767.0, Some-college,10.0, Never-married, Sales, Not-in-family, Black, Female,0.0,0.0,36.0, United-States,<=N
4696,52.0, Local-gov,181578.0, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States,<=N
4697,56.0, Private,329654.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,7688.0,0.0,50.0, United-States,>N
4698,57.0, Federal-gov,47534.0, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,60.0, United-States,<=N
4699,20.0, Private,341294.0, Some-college,10.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, United-States,<=N
4700,43.0, Private,336042.0, HS-grad,9.0, Separated, Craft-repair, Not-in-family, White, Male,0.0,0.0,35.0, United-States,<=N
4701,41.0, Self-emp-inc,56019.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999.0,0.0,50.0, India,>N
4702,45.0, Private,86505.0, Some-college,10.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
4703,36.0, Private,274106.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,45.0, Mexico,<=N
4704,62.0, Federal-gov,52765.0, 9th,5.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=N
4705,19.0, Self-emp-inc,136848.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,6.0, United-States,<=N
4706,24.0, Private,298227.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,<=N
4707,19.0, Self-emp-not-inc,215493.0, HS-grad,9.0, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,20.0, United-States,<=N
4708,20.0, Private,197583.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,<=N
4709,32.0, Private,265190.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>N
4710,44.0, Self-emp-not-inc,96921.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,45.0, United-States,<=N
4711,53.0, Local-gov,202420.0, 7th-8th,4.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States,<=N
4712,45.0, Private,252616.0, 7th-8th,4.0, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0.0,0.0,36.0, China,<=N
4713,39.0, Private,102976.0, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,<=N
4714,55.0, Private,70439.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,25.0, United-States,<=N
4715,30.0, Private,184290.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,55.0, United-States,<=N
4716,39.0, Federal-gov,72887.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,<=N
4717,23.0, Local-gov,237498.0, HS-grad,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,45.0, United-States,<=N
4718,28.0, Self-emp-not-inc,228043.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,48.0, United-States,<=N
4719,42.0, Private,144056.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States,<=N
4720,35.0, Private,187711.0, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
4721,39.0, Private,282489.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,25.0, United-States,<=N
4722,29.0, Private,359155.0, Bachelors,13.0, Divorced, Tech-support, Unmarried, White, Female,0.0,0.0,20.0, United-States,<=N
4723,21.0, Self-emp-not-inc,87169.0, HS-grad,9.0, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0.0,0.0,35.0, United-States,<=N
4724,35.0, Private,251091.0, Masters,14.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,38.0, Puerto-Rico,>N
4725,42.0, Private,130126.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,<=N
4726,28.0, Private,163265.0, 9th,5.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,30.0, United-States,<=N
4727,57.0, Private,250040.0, 7th-8th,4.0, Divorced, Prof-specialty, Other-relative, White, Female,0.0,0.0,20.0, United-States,<=N
4728,59.0, Private,218764.0, HS-grad,9.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,<=N
4729,50.0, Private,176773.0, Preschool,1.0, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0.0,0.0,40.0, Haiti,<=N
4730,37.0, Self-emp-not-inc,98941.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,50.0, United-States,>N
4731,20.0, Private,217467.0, HS-grad,9.0, Never-married, Machine-op-inspct, Other-relative, White, Male,0.0,0.0,40.0, United-States,<=N
4732,46.0, Self-emp-not-inc,97176.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,50.0, United-States,<=N
4733,28.0, Private,230503.0, Some-college,10.0, Never-married, Tech-support, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=N
4734,32.0, Private,227321.0, Some-college,10.0, Separated, Other-service, Not-in-family, White, Female,0.0,0.0,38.0, United-States,<=N
4735,20.0, Private,199698.0, 9th,5.0, Never-married, Transport-moving, Unmarried, White, Male,0.0,0.0,35.0, United-States,<=N
4736,38.0, Local-gov,347491.0, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,>N
4737,36.0, Private,103925.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, Germany,<=N
4738,30.0, Private,124569.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,16.0, United-States,<=N
4739,35.0, Private,80680.0, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States,<=N
4740,30.0, State-gov,119197.0, Masters,14.0, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,50.0, United-States,<=N
4741,56.0, Private,147055.0, 9th,5.0, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=N
4742,30.0, Private,316470.0, 9th,5.0, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0.0,0.0,40.0, Mexico,<=N
4743,64.0, Private,260082.0, 1st-4th,2.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Cuba,<=N
4744,21.0, Private,228960.0, Some-college,10.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,20.0, United-States,<=N
4745,17.0, Private,256496.0, 10th,6.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,35.0, United-States,<=N
4746,49.0, Private,133351.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, Black, Female,0.0,0.0,40.0, United-States,<=N
4747,37.0, Private,151835.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>N
4748,52.0, Private,224793.0, Bachelors,13.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,8.0, United-States,<=N
4749,55.0, Private,101480.0, HS-grad,9.0, Married-civ-spouse, Other-service, Other-relative, White, Female,0.0,0.0,33.0, United-States,<=N
4750,24.0, Private,138719.0, 11th,7.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,20.0, United-States,<=N
4751,23.0, Private,129121.0, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,30.0, United-States,<=N
4752,31.0, Private,401069.0, Some-college,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,0.0,0.0,39.0, United-States,<=N
4753,17.0, Private,188758.0, 10th,6.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,14.0, United-States,<=N
4754,50.0, Private,191598.0, HS-grad,9.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,1980.0,38.0, United-States,<=N
4755,33.0, Private,330715.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,<=N
4756,24.0, Private,284317.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
4757,37.0, Private,393673.0, 12th,8.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,45.0, United-States,<=N
4758,31.0, Self-emp-not-inc,206609.0, 10th,6.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,2205.0,60.0, United-States,<=N
4759,77.0, Private,88545.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,8.0, United-States,<=N
4760,21.0, Private,224632.0, Bachelors,13.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,38.0, United-States,<=N
4761,18.0, Private,227529.0, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,10.0, United-States,<=N
4762,25.0, Private,210148.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,<=N
4763,57.0, Private,224174.0, Assoc-voc,11.0, Widowed, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,<=N
4764,25.0, Private,193787.0, Some-college,10.0, Never-married, Prof-specialty, Unmarried, White, Female,0.0,0.0,60.0, United-States,<=N
4765,62.0, Self-emp-not-inc,244953.0, Some-college,10.0, Widowed, Exec-managerial, Not-in-family, White, Female,0.0,0.0,20.0, United-States,<=N
4766,35.0, Private,223749.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,7298.0,0.0,48.0, United-States,>N
4767,26.0, Private,37650.0, Some-college,10.0, Divorced, Prof-specialty, Not-in-family, White, Female,5060.0,0.0,40.0, United-States,<=N
4768,47.0, Private,358382.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,<=N
4769,25.0, Private,155275.0, Assoc-acdm,12.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
4770,33.0, Private,180574.0, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=N
4771,28.0, Private,101853.0, Bachelors,13.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,<=N
4772,42.0, Self-emp-not-inc,34161.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>N
4773,50.0, Private,83311.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>N
